player_id,name,dob,birth_place,country,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,lat,lon,venus_cycle,sun,moon,mercury,venus,mars,jupiter,saturn,uranus,neptune,pluto,nn
bellane01,Neil Belland,1961-04-03,"Parry Sound, Ontario",CA,D,109,13,32,45,-18,7.0,54,166.0,1.0,40.0,-27.0,Red_1,ARIES,SCORPIO,PISCES,ARIES,CANCER,AQUARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO
dietrdo01,Don Dietrich,1961-04-05,"Delorae, Manitoba",CA,D,28,0,7,7,-9,0.9,10,36.0,0.0,40.0,-27.0,Red_1,ARIES,SAGITTARIUS,PISCES,ARIES,CANCER,AQUARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO
leiteke01,Ken Leiter,1961-04-19,"Detroit, Michigan",US,D,143,14,36,50,18,10.1,62,287.0,1.0,40.0,-27.0,Red_1,ARIES,GEMINI,ARIES,ARIES,CANCER,AQUARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO
micalco01,Corrado Micalef,1961-04-20,"Montreal, Quebec",CA,G,113,26,59,15,2,13.6,5771,4.25,0.856,40.0,-27.0,Red_1,TAURUS,CANCER,ARIES,ARIES,CANCER,AQUARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO
masonbo01,Bob Mason,1961-04-22,"International Falls, Minnesota",US,G,145,55,65,16,1,22.2,7973,3.76,0.879,40.0,-27.0,Red_1,TAURUS,CANCER,ARIES,ARIES,CANCER,AQUARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO
shedddo01,Doug Shedden,1961-04-29,"Wallaceburg, Ontario",CA,C,416,139,186,325,-124,19.7,176,941.0,14.0,40.0,-27.0,Red_1,TAURUS,LIBRA,TAURUS,ARIES,CANCER,AQUARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO
whistro01,Rob Whistle,1961-04-30,"Thunder Bay, Ontario",CA,D,51,7,5,12,-1,3.1,16,47.0,2.0,40.0,-27.0,Red_1,TAURUS,SCORPIO,TAURUS,ARIES,CANCER,AQUARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO
floydla01,Larry Floyd,1961-05-01,"Peterborough, Ontario",CA,C,12,2,3,5,-8,0.0,9,24.0,0.0,40.0,-27.0,Red_1,TAURUS,SCORPIO,TAURUS,ARIES,CANCER,AQUARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO
malarcl01,Clint Malarchuk,1961-05-01,"Grande Prairie, Alberta",CA,G,337,141,130,45,12,54.5,19012,3.47,0.885,40.0,-27.0,Red_1,TAURUS,SCORPIO,TAURUS,ARIES,CANCER,AQUARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO
jenseda02,David Jensen,1961-05-03,"Mneapolis, Minnesota",US,D,18,0,2,2,-5,0.4,11,9.0,0.0,40.0,-27.0,Red_1,TAURUS,SAGITTARIUS,TAURUS,ARIES,CANCER,AQUARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO
adamru01.,Russ Adam,1961-05-05,"Wdsor, Ontario",CA,C,8,1,2,3,-3,0.0,11,4.0,0.0,40.0,-27.0,Red_1,TAURUS,CAPRICORN,TAURUS,ARIES,CANCER,AQUARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO
nienhkr01,Kraig Nienhuis,1961-05-09,"Sarnia, Ontario",CA,LW,87,20,16,36,-16,1.2,39,148.0,2.0,40.0,-27.0,Red_1,TAURUS,PISCES,TAURUS,ARIES,LEO,AQUARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO
mcdonjo01,Joe McDonnell,1961-05-11,"Kitchener, Ontario",CA,D,50,2,10,12,-24,1.2,34,82.0,0.0,40.0,-27.0,Red_1,TAURUS,ARIES,GEMINI,ARIES,LEO,AQUARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO
vigneal01,Alain Vigneault,1961-05-14,"Quebec City, Quebec",CA,D,42,2,5,7,-5,1.7,82,22.0,0.0,40.0,-27.0,Red_1,TAURUS,TAURUS,GEMINI,ARIES,LEO,AQUARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO
bartero01,Robin Bartel,1961-05-16,"Drake, Saskatchewan",CA,D,41,0,1,1,-1,1.3,14,16.0,0.0,40.0,-27.0,Red_1,TAURUS,GEMINI,GEMINI,ARIES,LEO,AQUARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO
vandowa01,Wayne Van Dorp,1961-05-19,"Vancouver, British Columbia",CA,LW,125,12,12,24,5,-0.5,570,81.0,1.0,40.0,-27.0,Red_1,TAURUS,CANCER,GEMINI,ARIES,LEO,AQUARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO
babycda01,Dave Babych,1961-05-23,"Edmonton, Alberta",CA,D,1195,142,581,723,-216,86.6,970,2791.0,20.0,40.0,-27.0,Red_1,GEMINI,VIRGO,GEMINI,ARIES,LEO,AQUARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO
lemieal01,Alain Lemieux,1961-05-24,"Montreal, Quebec",CA,C,119,28,44,72,-15,3.5,38,152.0,4.0,40.0,-27.0,Red_1,GEMINI,VIRGO,GEMINI,ARIES,LEO,AQUARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO
grahapa01,Pat Graham,1961-05-25,"Toronto, Ontario",CA,LW,103,11,17,28,-16,-0.4,136,122.0,1.0,40.0,-27.0,Red_1,GEMINI,LIBRA,GEMINI,ARIES,LEO,AQUARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO
bodakbo01,Bob Bodak,1961-05-28,"Thunder Bay, Ontario",CA,LW,4,0,0,0,-2,-0.2,29,1.0,0.0,40.0,-27.0,Red_1,GEMINI,SCORPIO,GEMINI,ARIES,LEO,AQUARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO
damouma01,Marc D'Amour,1961-05-29,"Sudbury, Ontario",CA,G,16,2,4,2,0,2.3,578,3.32,0.901,40.0,-27.0,Red_1,GEMINI,SCORPIO,CANCER,ARIES,LEO,AQUARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO
bjugssc01,Scott Bjugstad,1961-06-02,"St. Paul, Minnesota",US,RW,317,76,68,144,-37,6.2,144,554.0,14.0,40.0,-27.0,Red_1,GEMINI,CAPRICORN,CANCER,ARIES,LEO,AQUARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO
sylvedo01,Don Sylvestri,1961-06-02,"Sudbury, Ontario",CA,G,3,0,0,2,0,0.3,102,3.53,0.885,40.0,-27.0,Red_1,GEMINI,CAPRICORN,CANCER,ARIES,LEO,AQUARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO
archiji01,Jim Archibald,1961-06-06,"Craik, Saskatchewan",CA,RW,16,1,2,3,-4,-0.2,45,20.0,0.0,40.0,-27.0,Red_1,GEMINI,PISCES,CANCER,TAURUS,LEO,AQUARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO
larmest01,Steve Larmer,1961-06-16,"Peterborough, Ontario",CA,RW,1006,441,571,1012,203,88.0,532,2807.0,60.0,40.0,-27.0,Red_1,GEMINI,LEO,CANCER,TAURUS,LEO,AQUARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO
melaman01,Anssi Melametsä,1961-06-21,"Jyvaskyla, Finland",FI,RW,27,0,3,3,-5,-0.6,2,20.0,0.0,40.0,-27.0,Red_1,GEMINI,LIBRA,CANCER,TAURUS,LEO,AQUARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO
gatzost01,Steve Gatzos,1961-06-22,"Toronto, Ontario",CA,RW,89,15,20,35,-31,0.6,83,141.0,2.0,40.0,-27.0,Red_1,CANCER,LIBRA,CANCER,TAURUS,LEO,AQUARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO
nichobe01,Bernie Nicholls,1961-06-24,"Haliburton, Ontario",CA,C,1127,475,734,1209,-39,96.8,1292,3231.0,35.0,40.0,-27.0,White_5,CANCER,SCORPIO,CANCER,TAURUS,LEO,AQUARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO
fausste01,Ted Fauss,1961-06-30,"Clark Mills, New York",US,D,28,0,2,2,10,1.3,15,6.0,0.0,40.0,-27.0,White_5,CANCER,AQUARIUS,CANCER,TAURUS,VIRGO,AQUARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,LEO
hagglro01,Roger Hägglund,1961-07-02,"Umeå, Sweden",SE,D,3,0,0,0,0,0.1,0,5.0,0.0,40.0,-27.0,White_5,CANCER,PISCES,CANCER,TAURUS,VIRGO,AQUARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,LEO
bidneto01,Todd Bidner,1961-07-05,"Petrolia, Ontario",CA,LW,12,2,1,3,1,0.0,7,5.0,1.0,40.0,-27.0,White_5,CANCER,ARIES,CANCER,TAURUS,VIRGO,AQUARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,LEO
terrybi01,Bill Terry,1961-07-13,"Toronto, Ontario",CA,C,5,0,0,0,-4,-0.2,0,3.0,0.0,40.0,-27.0,White_5,CANCER,CANCER,CANCER,GEMINI,VIRGO,AQUARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,LEO
mayerpa01,Pat Mayer,1961-07-24,"Royal Oak, Michigan",US,D,1,0,0,0,0,0.0,4,0.0,0.0,40.0,-27.0,White_5,LEO,SAGITTARIUS,CANCER,GEMINI,VIRGO,AQUARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,LEO
roberto01,Torrie Robertson,1961-08-02,"Victoria, British Columbia",CA,LW,442,49,99,148,-50,1.8,1751,388.0,9.0,40.0,-27.0,White_5,LEO,ARIES,CANCER,GEMINI,VIRGO,AQUARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,LEO
hamwama01,Mark Hamway,1961-08-09,"Detroit, Michigan",US,RW,53,5,13,18,-7,-0.1,9,52.0,1.0,40.0,-27.0,White_5,LEO,CANCER,LEO,CANCER,VIRGO,AQUARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,LEO
brickan01,Andy Brickley,1961-08-09,"Melrose, Massachusetts",US,LW/C,385,82,140,222,-20,12.5,81,484.0,11.0,40.0,-27.0,White_5,LEO,CANCER,LEO,CANCER,VIRGO,AQUARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,LEO
osborma01,Mark Osborne,1961-08-13,"Toronto, Ontario",CA,LW,919,212,319,531,-88,28.7,1152,1610.0,27.0,40.0,-27.0,White_5,LEO,VIRGO,LEO,CANCER,VIRGO,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,LEO
horavmi01,Miloslav Hořava,1961-08-14,"Kladno, Czechoslovakia",CS,D,80,5,17,22,10,5.4,38,84.0,1.0,40.0,-27.0,White_5,LEO,VIRGO,LEO,CANCER,VIRGO,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,LEO
yaremga01,Gary Yaremchuk,1961-08-15,"Edmonton, Alberta",CA,C,34,1,4,5,-18,-0.9,28,17.0,0.0,40.0,-27.0,White_5,LEO,LIBRA,LEO,CANCER,VIRGO,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,LEO
macouja01,Jamie Macoun,1961-08-17,"Newmarket, Ontario",CA,D,1128,76,282,358,175,72.8,1210,1635.0,9.0,40.0,-27.0,White_5,LEO,SCORPIO,LEO,CANCER,LIBRA,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,LEO
paslagr01,Greg Paslawski,1961-08-25,"Kdersley, Saskatchewan",CA,RW,650,187,185,372,-33,23.9,169,1243.0,30.0,40.0,-27.0,White_5,VIRGO,AQUARIUS,VIRGO,CANCER,LIBRA,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,LEO
tippeda01,Dave Tippett,1961-08-25,"Moosom, Saskatchewan",CA,LW,721,93,169,262,-53,7.2,317,945.0,13.0,40.0,-27.0,White_5,VIRGO,AQUARIUS,VIRGO,CANCER,LIBRA,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,LEO
botelma01,Mark Botell,1961-08-27,"Scarborough, Ontario",CA,D,32,4,10,14,8,2.5,31,50.0,1.0,40.0,-27.0,White_5,VIRGO,PISCES,VIRGO,CANCER,LIBRA,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,LEO
phairly01,Lyle Phair,1961-08-31,"Pilot Mound, Manitoba",CA,LW,48,6,7,13,-18,-0.3,12,50.0,0.0,40.0,-27.0,White_5,VIRGO,TAURUS,VIRGO,LEO,LIBRA,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,LEO
hachble01,Len Hachborn,1961-09-04,"Brantford, Ontario",CA,C,102,20,39,59,14,2.9,29,140.0,2.0,40.0,-27.0,White_5,VIRGO,CANCER,VIRGO,LEO,LIBRA,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,LEO
palmebr01,Brad Palmer,1961-09-14,"Duncan, British Columbia",CA,LW,168,32,38,70,-25,1.8,58,362.0,3.0,40.0,-27.0,White_5,VIRGO,SCORPIO,LIBRA,LEO,LIBRA,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,LEO
lanzri01.,Rick Lanz,1961-09-16,"Karlovy Vary, Czechoslovakia",CS,D,569,65,221,286,-102,37.4,448,1289.0,7.0,40.0,-27.0,White_5,VIRGO,SAGITTARIUS,LIBRA,LEO,LIBRA,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,LEO
lavalke01,Kevin LaVallee,1961-09-16,"Sudbury, Ontario",CA,LW,366,110,125,235,-16,13.8,83,755.0,10.0,40.0,-27.0,White_5,VIRGO,SAGITTARIUS,LIBRA,LEO,LIBRA,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,LEO
ludvija01,Jan Ludvig,1961-09-17,"Liberec, Czechoslovakia",CS,RW,314,54,87,141,-83,4.3,418,567.0,3.0,40.0,-27.0,White_5,VIRGO,SAGITTARIUS,LIBRA,LEO,LIBRA,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,LEO
beaupdo01,Don Beaupre,1961-09-19,"Waterloo, Ontario",CA,G,666,268,277,75,17,101.3,37344,3.46,0.885,40.0,-27.0,White_5,VIRGO,CAPRICORN,LIBRA,LEO,LIBRA,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,LEO
fordbr01.,Brian Ford,1961-09-22,"Edmonton, Alberta",CA,G,11,3,7,0,0,0.9,579,6.32,0.834,40.0,-27.0,White_5,VIRGO,PISCES,LIBRA,LEO,LIBRA,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,LEO
kaspest01,Steve Kasper,1961-09-28,"Montreal, Quebec",CA,C,821,177,291,468,-57,23.1,554,1267.0,21.0,40.0,-27.0,White_5,LIBRA,TAURUS,SCORPIO,VIRGO,LIBRA,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,LEO
dunbada01,Dale Dunbar,1961-10-14,"Wthrop, Massachusetts",US,D,2,0,0,0,0,0.1,2,2.0,0.0,40.0,-27.0,White_5,LIBRA,SAGITTARIUS,SCORPIO,VIRGO,SCORPIO,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,LEO
anderpe01,Perry Anderson,1961-10-14,"Barrie, Ontario",CA,LW,400,50,59,109,-53,-0.2,1051,409.0,4.0,40.0,-27.0,White_5,LIBRA,SAGITTARIUS,SCORPIO,VIRGO,SCORPIO,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,LEO
johanjo01,John Johannson,1961-10-18,"Rochester, Minnesota",US,C,5,0,0,0,-2,-0.2,0,4.0,0.0,40.0,-27.0,White_5,LIBRA,AQUARIUS,SCORPIO,LIBRA,SCORPIO,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,LEO
ottojo01.,Joel Otto,1961-10-29,"Elk River, Minnesota",US,C,943,195,313,508,65,29.6,1934,1357.0,26.0,40.0,-27.0,White_5,SCORPIO,CANCER,LIBRA,LIBRA,SCORPIO,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,LEO
seppajy01,Jyrki Seppä,1961-11-14,"Tampere, Finland",FI,D,13,0,2,2,-9,-0.1,6,7.0,0.0,40.0,-27.0,Blue_4,SCORPIO,AQUARIUS,SCORPIO,SCORPIO,SAGITTARIUS,AQUARIUS,CAPRICORN,VIRGO,SCORPIO,VIRGO,LEO
ledyagr01,Grant Ledyard,1961-11-19,"Wnipeg, Manitoba",CA,D,1028,90,276,366,-52,63.2,766,1670.0,14.0,40.0,-27.0,Blue_4,SCORPIO,ARIES,SCORPIO,SCORPIO,SAGITTARIUS,AQUARIUS,CAPRICORN,VIRGO,SCORPIO,VIRGO,LEO
eliotda01,Darren Eliot,1961-11-26,"Hamilton, Ontario",CA,G,88,24,41,12,1,8.5,4857,4.62,0.85,40.0,-27.0,Blue_4,SAGITTARIUS,CANCER,SCORPIO,SCORPIO,SAGITTARIUS,AQUARIUS,CAPRICORN,VIRGO,SCORPIO,VIRGO,LEO
hannada01,Dave Hannan,1961-11-26,"Sudbury, Ontario",CA,C,841,114,191,305,-58,9.3,942,825.0,20.0,40.0,-27.0,Blue_4,SAGITTARIUS,CANCER,SCORPIO,SCORPIO,SAGITTARIUS,AQUARIUS,CAPRICORN,VIRGO,SCORPIO,VIRGO,LEO
mailhja01,Jacques Mailhot,1961-12-05,"Shawigan, Quebec",CA,LW,5,0,0,0,0,-0.1,33,0.0,0.0,40.0,-27.0,Blue_4,SAGITTARIUS,SCORPIO,SAGITTARIUS,SAGITTARIUS,SAGITTARIUS,AQUARIUS,CAPRICORN,VIRGO,SCORPIO,VIRGO,LEO
feltrto01,Tony Feltrin,1961-12-06,"Ladysmith, British Columbia",CA,D,48,3,3,6,-21,1.1,65,47.0,0.0,40.0,-27.0,Blue_4,SAGITTARIUS,SCORPIO,SAGITTARIUS,SAGITTARIUS,SAGITTARIUS,AQUARIUS,CAPRICORN,VIRGO,SCORPIO,VIRGO,LEO
valench01,Chris Valentine,1961-12-06,"Belleville, Ontario",CA,C,105,43,52,95,-27,6.1,127,210.0,7.0,40.0,-27.0,Blue_4,SAGITTARIUS,SCORPIO,SAGITTARIUS,SAGITTARIUS,SAGITTARIUS,AQUARIUS,CAPRICORN,VIRGO,SCORPIO,VIRGO,LEO
sundspa01,Patrik Sundström,1961-12-14,"Skelleftea, Sweden",SE,C,679,219,369,588,-24,41.3,349,1388.0,19.0,40.0,-27.0,Blue_4,SAGITTARIUS,PISCES,SAGITTARIUS,SAGITTARIUS,SAGITTARIUS,AQUARIUS,CAPRICORN,VIRGO,SCORPIO,VIRGO,LEO
sundspe01,Peter Sundström,1961-12-14,"Skelleftea, Sweden",SE,LW,338,61,83,144,-24,5.3,122,516.0,8.0,40.0,-27.0,Blue_4,SAGITTARIUS,PISCES,SAGITTARIUS,SAGITTARIUS,SAGITTARIUS,AQUARIUS,CAPRICORN,VIRGO,SCORPIO,VIRGO,LEO
leeed01.h,Edward Lee,1961-12-17,"Rochester, New York",US,RW,2,0,0,0,-4,-0.2,5,2.0,0.0,40.0,-27.0,Blue_4,SAGITTARIUS,ARIES,SAGITTARIUS,SAGITTARIUS,SAGITTARIUS,AQUARIUS,CAPRICORN,VIRGO,SCORPIO,VIRGO,LEO
krentda01,Dale Krentz,1961-12-19,"Stebach, Manitoba",CA,LW,30,5,3,8,-3,0.1,9,37.0,2.0,40.0,-27.0,Blue_4,SAGITTARIUS,TAURUS,SAGITTARIUS,SAGITTARIUS,SAGITTARIUS,AQUARIUS,CAPRICORN,VIRGO,SCORPIO,VIRGO,LEO
oregato01,Tom O'Regan,1961-12-29,"Cambridge, Massachusetts",US,C/D,61,5,12,17,-19,-0.3,10,52.0,0.0,40.0,-27.0,Blue_4,CAPRICORN,LIBRA,CAPRICORN,CAPRICORN,CAPRICORN,AQUARIUS,CAPRICORN,VIRGO,SCORPIO,VIRGO,LEO
verstle01,Leigh Verstraete,1962-01-06,"Pcher Creek, Alberta",CA,RW,8,0,1,1,-2,-0.2,14,2.0,0.0,40.0,-27.0,Blue_4,CAPRICORN,CAPRICORN,CAPRICORN,CAPRICORN,CAPRICORN,AQUARIUS,AQUARIUS,VIRGO,SCORPIO,VIRGO,LEO
higgipa01,Paul Higgins,1962-01-13,"St. John, New Brunswick",CA,RW,26,0,0,0,-4,-0.8,152,2.0,0.0,40.0,-27.0,Blue_4,CAPRICORN,ARIES,AQUARIUS,CAPRICORN,CAPRICORN,AQUARIUS,AQUARIUS,LEO,SCORPIO,VIRGO,LEO
boimifr01,Fred Boimistruck,1962-01-14,"Sudbury, Ontario",CA,D,83,4,14,18,6,4.1,45,74.0,1.0,40.0,-27.0,Blue_4,CAPRICORN,TAURUS,AQUARIUS,CAPRICORN,CAPRICORN,AQUARIUS,AQUARIUS,LEO,SCORPIO,VIRGO,LEO
gilbegr01,Greg Gilbert,1962-01-22,"Mississauga, Ontario",CA,LW,837,150,228,378,107,20.1,576,948.0,16.0,40.0,-27.0,Blue_4,AQUARIUS,LEO,AQUARIUS,AQUARIUS,CAPRICORN,AQUARIUS,AQUARIUS,LEO,SCORPIO,VIRGO,LEO
boydra01.,Randy Boyd,1962-01-23,"Coniston, Ontario",CA,D,257,20,67,87,-45,13.4,328,375.0,1.0,40.0,-27.0,Blue_4,AQUARIUS,VIRGO,AQUARIUS,AQUARIUS,CAPRICORN,AQUARIUS,AQUARIUS,LEO,SCORPIO,VIRGO,LEO
riouxpi01,Pierre Rioux,1962-02-01,"Quebec City, Quebec",CA,RW,14,1,2,3,-3,-0.2,4,9.0,0.0,40.0,-27.0,Blue_4,AQUARIUS,SAGITTARIUS,AQUARIUS,AQUARIUS,CAPRICORN,AQUARIUS,AQUARIUS,LEO,SCORPIO,VIRGO,LEO
donneda01,Dave Donnelly,1962-02-02,"Edmonton, Alberta",CA,C,137,15,24,39,8,0.3,150,130.0,1.0,40.0,-27.0,Blue_4,AQUARIUS,CAPRICORN,AQUARIUS,AQUARIUS,AQUARIUS,AQUARIUS,AQUARIUS,LEO,SCORPIO,VIRGO,LEO
moffami01,Mike Moffat,1962-02-04,"Galt, Ontario",CA,G,18,7,6,2,0,1.7,918,4.38,0.826,40.0,-27.0,Blue_4,AQUARIUS,AQUARIUS,AQUARIUS,AQUARIUS,AQUARIUS,AQUARIUS,AQUARIUS,LEO,SCORPIO,VIRGO,LEO
gagnepa01,Paul Gagné,1962-02-06,"Iroquois Falls, Ontario",CA,LW,390,110,101,211,-113,10.8,127,658.0,11.0,40.0,-27.0,Blue_4,AQUARIUS,PISCES,AQUARIUS,AQUARIUS,AQUARIUS,AQUARIUS,AQUARIUS,LEO,SCORPIO,VIRGO,LEO
turnbra01,Randy Turnbull,1962-02-07,"Bentley, Alberta",CA,D,1,0,0,0,-1,0.0,2,0.0,0.0,40.0,-27.0,Blue_4,AQUARIUS,PISCES,AQUARIUS,AQUARIUS,AQUARIUS,AQUARIUS,AQUARIUS,LEO,SCORPIO,VIRGO,LEO
velisra01,Randy Velischek,1962-02-10,"Montreal, Quebec",CA,D,509,21,76,97,-71,17.4,401,333.0,0.0,40.0,-27.0,Blue_4,AQUARIUS,TAURUS,AQUARIUS,AQUARIUS,AQUARIUS,AQUARIUS,AQUARIUS,LEO,SCORPIO,VIRGO,LEO
wilsomi01,Mitch Wilson,1962-02-15,"Kelowna, British Columbia",CA,C,26,2,3,5,-2,-0.2,104,14.0,0.0,40.0,-27.0,Blue_4,AQUARIUS,CANCER,AQUARIUS,PISCES,AQUARIUS,AQUARIUS,AQUARIUS,LEO,SCORPIO,VIRGO,LEO
kylloma01,Markku Kyllönen,1962-02-15,"Pielisjarvi, Finland",FI,RW,9,0,2,2,-3,-0.2,2,7.0,0.0,40.0,-27.0,Blue_4,AQUARIUS,CANCER,AQUARIUS,PISCES,AQUARIUS,AQUARIUS,AQUARIUS,LEO,SCORPIO,VIRGO,LEO
johangl01,Glenn Johannesen,1962-02-15,"Lac La Ronge, Saskatchewan",CA,LW,2,0,0,0,-1,0.0,0,2.0,0.0,40.0,-27.0,Blue_4,AQUARIUS,CANCER,AQUARIUS,PISCES,AQUARIUS,AQUARIUS,AQUARIUS,LEO,SCORPIO,VIRGO,LEO
magnama01,Marc Magnan,1962-02-17,"Beaumont, Alberta",CA,LW,4,0,1,1,0,0.0,5,1.0,0.0,40.0,-27.0,Blue_4,AQUARIUS,LEO,AQUARIUS,PISCES,AQUARIUS,AQUARIUS,AQUARIUS,LEO,SCORPIO,VIRGO,LEO
lemaymo01,Moe Lemay,1962-02-18,"Saskatoon, Saskatchewan",CA,LW,317,72,94,166,-34,8.5,442,593.0,5.0,40.0,-27.0,Blue_4,AQUARIUS,LEO,AQUARIUS,PISCES,AQUARIUS,AQUARIUS,AQUARIUS,LEO,SCORPIO,VIRGO,LEO
duponje01,Jerome Dupont,1962-02-21,"Ottawa, Ontario",CA,D,214,7,29,36,-27,6.7,468,179.0,1.0,40.0,-27.0,Blue_4,PISCES,VIRGO,AQUARIUS,PISCES,AQUARIUS,AQUARIUS,AQUARIUS,LEO,SCORPIO,VIRGO,LEO
stothmi01,Mike Stothers,1962-02-22,"Toronto, Ontario",CA,D,30,0,2,2,-7,0.5,65,3.0,0.0,40.0,-27.0,Blue_4,PISCES,LIBRA,AQUARIUS,PISCES,AQUARIUS,AQUARIUS,AQUARIUS,LEO,SCORPIO,VIRGO,LEO
summara01,Raimo Summanen,1962-03-02,"Jyvaskyla, Finland",FI,LW,151,36,40,76,6,3.1,35,175.0,4.0,40.0,-27.0,Blue_4,PISCES,CAPRICORN,AQUARIUS,PISCES,AQUARIUS,AQUARIUS,AQUARIUS,LEO,SCORPIO,VIRGO,LEO
anderpe02,Peter Andersson,1962-03-02,"Federtalve, Sweden",SE,D,172,10,41,51,17,12.0,81,210.0,3.0,40.0,-27.0,Blue_4,PISCES,CAPRICORN,AQUARIUS,PISCES,AQUARIUS,AQUARIUS,AQUARIUS,LEO,SCORPIO,VIRGO,LEO
gaulije01,Jean-Marc Gaulin,1962-03-03,"Balve, Germany",DE,RW,26,4,3,7,0,0.0,8,26.0,0.0,40.0,-27.0,Blue_4,PISCES,AQUARIUS,AQUARIUS,PISCES,AQUARIUS,AQUARIUS,AQUARIUS,LEO,SCORPIO,VIRGO,LEO
volcami01,Mickey Volcan,1962-03-03,"Edmonton, Alberta",CA,D,162,8,33,41,-61,5.4,146,179.0,1.0,40.0,-27.0,Blue_4,PISCES,AQUARIUS,AQUARIUS,PISCES,AQUARIUS,AQUARIUS,AQUARIUS,LEO,SCORPIO,VIRGO,LEO
semenan01,Anatoli Semenov,1962-03-05,"Moscow, USSR",SU,C/LW,362,68,126,194,25,12.1,122,580.0,10.0,40.0,-27.0,Blue_4,PISCES,PISCES,AQUARIUS,PISCES,AQUARIUS,AQUARIUS,AQUARIUS,LEO,SCORPIO,VIRGO,LEO
mayda01.h,Darrell May,1962-03-06,"Edmonton, Alberta",CA,G,6,1,5,0,0,0.5,362,5.14,0.839,40.0,-27.0,Blue_4,PISCES,PISCES,AQUARIUS,PISCES,AQUARIUS,AQUARIUS,AQUARIUS,LEO,SCORPIO,VIRGO,LEO
bourbda01,Dan Bourbonnais,1962-03-06,"Wnipeg, Manitoba",CA,LW,59,3,25,28,-5,0.6,11,72.0,0.0,40.0,-27.0,Blue_4,PISCES,PISCES,AQUARIUS,PISCES,AQUARIUS,AQUARIUS,AQUARIUS,LEO,SCORPIO,VIRGO,LEO
